Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,Ver,Live,Tot,FS,SP,Pressen,W,Fla,EB,Innen,AuÃŸen,Ger.,Boden,Tief,Hoch,Links,Rechts,Kopf,EW,Andere,Vol,Aus,AuÃŸerhalb,Abg,Blocks,Spiele
364,Philipp Pentke\Philipp-Pentke,de GER,TW,Hoffenheim,35,1985,3.0,36.7,29.3,7.33,0.67,0.00,4.33,0.33,0.00,0.00,0.00,0.00,0.00,25.7,2.00,9.00,1.33,29.0,0.00,0.00,6.33,31.0,0.00,1.00,0.33,0.00,Spiele
365,Pavao Pervan\Pavao-Pervan,at AUT,TW,Wolfsburg,32,1987,2.0,35.5,25.0,10.5,1.50,0.00,1.50,0.50,0.00,0.00,0.00,0.00,0.00,18.5,1.00,16.0,9.00,22.0,0.00,0.00,3.00,25.5,0.00,1.50,0.50,0.50,Spiele
366,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,31,1988,14.5,17.5,17.0,0.55,0.00,0.14,5.17,0.14,0.21,0.00,0.00,0.00,0.00,8.41,6.28,2.83,3.17,9.66,1.93,0.00,0.83,11.8,0.00,0.48,0.69,1.17,Spiele
367,Lukas Petkov\Lukas-Petkov,de GER,MF,Augsburg,19,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Spiele
368,Maximilian Philipp\Maximilian-Philipp,de GER,MF,Wolfsburg,26,1994,12.3,31.1,29.3,1.79,0.24,0.08,6.91,0.81,0.73,0.73,0.49,0.24,0.00,21.2,5.37,4.55,6.02,22.1,1.54,0.24,0.33,22.7,0.08,0.73,1.22,1.46,Spiele
369,Krzysztof Pi?tek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,25,1995,18.1,22.5,20.5,1.99,0.06,0.06,6.57,0.55,0.22,0.00,0.00,0.00,0.00,12.6,5.86,4.03,1.82,16.1,1.82,0.17,0.28,15.9,0.17,0.33,0.77,0.94,Spiele
370,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,22,1998,29.8,50.2,48.5,1.68,1.28,0.03,5.34,2.55,0.07,0.00,0.00,0.00,0.00,35.0,4.23,10.9,6.51,38.9,3.22,0.34,0.10,42.0,0.10,1.01,0.37,0.34,Spiele
371,?ukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,35,1985,5.1,60.4,51.8,8.63,0.98,0.20,7.84,1.57,1.18,0.00,0.00,0.00,0.00,40.0,9.61,10.8,4.31,43.7,3.14,7.65,0.59,47.1,0.00,1.76,1.96,1.76,Spiele
372,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,28,1992,11.9,58.7,44.4,14.3,2.35,0.00,5.55,1.85,3.78,2.35,0.76,1.26,0.00,32.9,9.33,16.4,44.8,2.52,1.34,9.58,0.00,44.4,0.08,0.34,0.50,2.69,Spiele
373,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,27,1993,20.0,34.0,32.3,1.65,0.10,0.30,8.00,0.95,1.85,0.00,0.00,0.00,0.00,23.7,5.35,4.90,4.60,26.1,0.85,0.10,0.95,24.9,0.20,0.85,1.80,1.50,Spiele
374,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,25,1994,9.5,19.9,19.5,0.42,0.00,0.21,8.00,0.42,0.32,0.00,0.00,0.00,0.00,9.47,3.89,6.53,3.16,10.7,1.79,0.11,0.74,14.0,0.11,0.53,0.53,0.53,Spiele
375,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,25,1994,0.1,20.0,20.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,10.0,10.0,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Spiele
376,Marin Pongra?i?\Marin-Pongracic,hr CRO,DF,Wolfsburg,22,1997,6.4,50.3,48.0,2.34,2.19,0.16,6.09,0.94,0.00,0.00,0.00,0.00,0.00,38.1,3.59,8.59,10.2,36.4,2.66,0.16,0.16,43.0,0.00,1.41,1.25,0.63,Spiele
377,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,23,1997,23.5,62.3,56.4,5.91,2.21,0.04,8.34,2.26,0.77,0.00,0.00,0.00,0.00,40.9,7.70,13.7,7.36,47.4,2.51,3.70,0.00,50.0,0.17,1.45,1.06,1.87,Spiele
378,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,26,1994,15.0,30.2,28.4,1.80,0.00,0.00,8.53,0.00,0.67,0.00,0.00,0.00,0.00,18.0,7.07,5.13,4.47,20.8,1.60,0.27,1.33,21.5,0.27,0.33,1.27,1.27,Spiele
379,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,28,1991,28.0,35.5,34.9,0.64,0.61,0.00,6.46,1.04,0.14,0.04,0.04,0.00,0.00,25.3,4.32,5.96,9.18,22.5,2.57,0.00,0.14,28.4,0.00,0.43,0.64,0.96,Spiele
380,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,25,1995,20.2,36.8,34.5,2.33,0.74,0.00,5.74,0.45,0.25,0.00,0.00,0.00,0.00,25.1,5.69,6.04,6.53,25.6,2.87,0.20,0.69,28.6,0.10,0.69,1.04,1.19,Spiele
381,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,26,1993,16.4,20.7,20.3,0.43,0.06,0.12,5.61,0.55,0.37,0.00,0.00,0.00,0.00,12.6,4.21,3.90,2.07,15.1,1.65,0.12,0.73,13.8,0.12,0.43,0.61,1.04,Spiele
382,Nemanja Radonji?\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,24,1996,6.8,36.6,34.9,1.76,0.15,0.00,7.06,0.74,3.38,0.74,0.29,0.15,0.00,25.4,5.29,5.88,4.85,29.4,1.32,0.59,0.29,23.4,0.15,0.88,2.21,2.79,Spiele
383,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,25,1994,13.8,24.2,21.2,2.97,0.07,0.00,3.62,0.58,1.09,0.07,0.00,0.00,0.00,15.6,5.43,3.19,2.68,18.3,1.16,1.38,0.14,16.4,0.22,0.22,1.09,2.46,Spiele
384,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,24,1996,16.2,26.5,25.4,1.11,0.06,0.00,5.62,0.99,2.47,0.06,0.00,0.00,0.00,15.9,4.88,5.68,5.06,18.8,1.48,0.19,0.49,17.8,0.25,0.56,1.30,1.30,Spiele
385,Daishawn Redan\Daishawn-Redan,nl NED,FWMF,Hertha BSC,19,2001,1.1,26.4,26.4,0.00,0.00,0.00,1.82,0.00,2.73,0.00,0.00,0.00,0.00,17.3,6.36,2.73,1.82,20.9,3.64,0.00,0.00,17.3,0.00,1.82,2.73,0.00,Spiele
386,Reinier\Reinier,br BRA,MFFW,Dortmund,18,2002,2.9,39.0,37.9,1.03,0.34,0.00,6.55,0.00,0.69,0.00,0.00,0.00,0.00,32.4,4.14,2.41,2.76,32.8,1.38,0.69,0.34,34.5,0.00,0.00,1.38,0.69,Spiele
387,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,18,2002,0.7,61.4,61.4,0.00,0.00,1.43,11.4,0.00,0.00,0.00,0.00,0.00,0.00,37.1,10.0,14.3,2.86,54.3,4.29,0.00,0.00,50.0,1.43,0.00,1.43,0.00,Spiele
388,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,31,1989,25.3,45.3,42.1,3.20,1.42,0.24,7.55,0.95,2.21,0.67,0.24,0.28,0.00,35.1,5.02,5.18,9.76,33.2,0.91,0.43,0.43,36.1,0.16,0.40,1.50,2.06,Spiele
389,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,22,1997,20.4,31.7,28.3,3.38,1.08,0.10,5.88,1.03,1.37,1.57,0.83,0.39,0.15,19.5,4.02,8.19,23.1,6.42,1.23,0.34,0.34,20.5,0.25,0.29,1.67,1.86,Spiele
390,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,17,2002,22.0,44.0,41.1,2.95,0.41,0.23,7.50,0.95,1.50,1.50,0.59,0.77,0.00,34.6,4.77,4.64,4.55,35.8,1.68,0.95,0.27,34.9,0.18,0.68,1.23,1.55,Spiele
391,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,20,2000,10.5,64.2,62.7,1.52,1.24,0.10,8.38,1.43,0.00,0.00,0.00,0.00,0.00,51.6,4.57,8.00,21.7,37.8,3.14,0.29,0.29,56.4,0.00,1.33,0.86,0.76,Spiele
392,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,20,2000,1.0,87.0,81.0,6.00,1.00,0.00,6.00,4.00,4.00,0.00,0.00,0.00,0.00,75.0,4.00,8.00,14.0,66.0,1.00,5.00,0.00,79.0,1.00,0.00,1.00,4.00,Spiele
393,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,22,1997,15.7,30.4,27.4,2.99,0.83,0.13,6.82,1.46,2.36,1.02,0.64,0.32,0.00,17.1,5.16,8.09,8.41,19.4,1.02,0.51,0.19,18.2,0.45,1.15,1.91,2.48,Spiele
394,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,23,1996,2.0,61.5,60.5,1.00,0.50,0.00,5.50,1.50,1.00,0.50,0.00,0.00,0.00,51.5,3.50,6.50,50.0,9.50,1.50,0.00,0.00,55.5,0.00,0.00,0.50,1.00,Spiele
395,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,29,1990,18.1,58.2,57.0,1.22,0.94,0.17,9.56,0.66,0.44,0.11,0.00,0.00,0.00,42.0,7.85,8.29,9.12,44.1,3.15,0.17,0.28,48.8,0.22,1.22,0.88,1.27,Spiele
396,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,27,1993,13.7,49.1,40.6,8.54,0.44,0.00,6.20,1.31,3.21,0.00,0.00,0.00,0.00,27.2,10.4,11.6,33.5,4.96,2.04,8.10,0.07,36.9,0.07,1.02,1.09,1.68,Spiele
397,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,30,1990,2.0,68.0,53.5,14.5,1.00,0.00,16.0,1.50,1.50,1.50,0.00,0.50,0.50,35.0,18.5,14.5,6.50,45.5,2.00,12.0,0.00,45.5,0.00,0.50,0.50,7.50,Spiele
398,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,30,1990,18.6,52.3,45.0,7.26,2.26,0.00,8.49,1.45,2.20,3.49,0.97,1.56,0.05,31.8,9.09,11.4,5.43,42.2,2.31,1.51,0.05,38.3,0.16,1.02,1.45,2.37,Spiele
399,Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,18,2002,2.7,23.7,23.3,0.37,0.00,0.00,7.41,1.48,1.48,0.00,0.00,0.00,0.00,14.8,4.81,4.07,10.0,8.89,1.11,0.00,1.11,18.9,0.00,0.74,0.74,0.74,Spiele
400,Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,22,1997,11.9,47.9,39.0,8.91,0.67,0.00,6.81,0.50,1.26,0.00,0.00,0.00,0.00,26.6,11.8,9.50,7.14,28.7,2.77,8.24,0.17,35.2,0.34,1.26,1.60,2.18,Spiele
401,Frederik Rønnow\Frederik-Ronnow,dk DEN,TW,Schalke 04,27,1992,10.5,36.5,25.7,10.8,1.81,0.00,2.86,0.57,0.00,0.00,0.00,0.00,0.00,19.9,2.48,14.1,2.86,26.1,0.00,0.00,6.10,27.0,0.38,1.24,0.38,0.10,Spiele
402,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,26,1994,5.2,35.8,35.0,0.77,0.19,0.00,7.50,0.00,0.58,0.00,0.00,0.00,0.00,27.5,5.38,2.88,5.96,26.0,0.96,0.58,0.77,28.1,0.19,0.19,1.15,1.92,Spiele
403,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,26,1994,22.5,59.7,56.6,3.16,2.22,0.27,9.42,2.00,1.02,0.00,0.00,0.00,0.00,38.7,8.71,12.4,9.16,45.6,3.16,0.84,0.36,47.5,0.49,1.29,1.24,1.69,Spiele
404,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,23,1997,18.5,26.6,26.1,0.54,0.22,0.11,6.76,0.65,2.27,0.00,0.00,0.00,0.00,15.9,5.73,4.97,5.24,18.4,0.81,0.22,0.32,19.1,0.27,0.54,0.65,1.41,Spiele
405,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,18,2002,2.2,31.4,30.9,0.45,0.45,0.45,11.4,0.00,0.00,0.00,0.00,0.00,0.00,20.9,5.91,4.55,23.2,5.91,1.82,0.00,0.00,23.6,0.00,0.00,0.91,0.45,Spiele
406,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,24,1996,28.5,48.1,47.4,0.74,0.70,0.11,8.77,1.16,0.25,0.00,0.00,0.00,0.00,34.9,5.61,7.58,4.74,38.5,3.54,0.04,0.35,40.4,0.00,0.95,1.05,0.95,Spiele
407,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,20,2000,22.9,64.4,58.4,5.98,1.14,0.26,8.69,1.22,2.27,3.01,1.27,1.22,0.09,49.9,7.42,7.03,7.64,53.4,1.31,1.75,0.04,50.7,0.39,1.18,2.45,1.97,Spiele
408,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,24,1996,20.1,41.0,38.8,2.29,0.20,0.05,7.26,1.94,2.69,1.64,0.80,0.55,0.05,29.8,5.27,5.97,34.1,5.17,0.60,0.45,0.40,30.6,0.00,0.95,1.54,2.14,Spiele
409,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,29,1990,11.9,57.4,54.4,3.03,3.03,0.08,7.14,1.60,0.25,0.00,0.00,0.00,0.00,41.1,5.97,10.3,10.8,38.6,3.95,0.00,0.17,47.8,0.08,1.09,0.59,0.59,Spiele
410,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,16,2003,0.2,10.0,10.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Spiele
411,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,25,1995,24.5,43.3,42.6,0.73,0.57,0.00,8.20,1.35,1.06,0.00,0.00,0.00,0.00,27.9,7.22,8.16,3.39,35.5,2.24,0.08,0.33,33.1,0.16,0.69,1.22,1.71,Spiele
412,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,20,2000,27.8,22.0,21.0,1.01,0.04,0.11,5.72,0.07,0.43,0.00,0.00,0.00,0.00,13.4,5.40,3.20,3.99,13.6,1.37,0.22,0.86,15.6,0.07,0.29,0.94,0.94,Spiele
413,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,28,1992,5.0,77.0,66.4,10.6,1.40,0.00,7.00,0.60,2.20,0.00,0.00,0.00,0.00,56.6,14.0,6.40,8.80,56.0,2.20,9.20,0.00,68.0,0.20,1.00,1.00,1.40,Spiele
414,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,24,1996,20.7,20.7,19.3,1.45,0.00,0.00,7.34,0.00,0.24,0.00,0.00,0.00,0.00,11.6,5.56,3.57,11.8,3.09,1.88,0.19,0.87,15.0,0.00,0.14,0.58,0.48,Spiele
415,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,31,1988,8.3,21.9,21.2,0.72,0.00,0.00,6.27,0.24,1.20,0.00,0.00,0.00,0.00,11.8,5.30,4.82,2.89,12.4,3.25,0.24,0.72,12.0,0.12,0.60,1.69,1.81,Spiele
416,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,22,1997,29.2,43.8,42.5,1.27,0.99,0.14,9.11,1.20,0.34,0.00,0.00,0.00,0.00,30.9,5.27,7.60,26.9,13.3,2.12,0.17,0.27,33.8,0.48,0.82,1.68,1.27,Spiele
417,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,23,1997,18.4,44.0,42.5,1.52,1.52,0.00,4.84,1.14,0.05,0.00,0.00,0.00,0.00,31.5,4.46,8.10,28.2,11.2,2.83,0.00,0.22,36.3,0.05,1.14,0.60,0.38,Spiele
418,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,20,1999,14.3,56.1,54.6,1.47,1.40,0.07,8.81,1.75,0.42,0.07,0.00,0.07,0.00,39.4,5.80,10.8,46.2,6.15,2.66,0.00,0.21,45.7,0.07,1.19,1.12,0.91,Spiele
419,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,30,1990,26.6,49.6,38.1,11.5,0.79,0.04,6.65,1.47,3.16,0.11,0.00,0.11,0.00,23.3,13.1,13.2,5.98,30.2,2.22,10.6,0.11,38.0,0.15,0.56,1.50,1.58,Spiele
420,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,20,2000,13.1,36.1,35.1,0.99,0.08,0.00,9.01,0.23,1.15,0.08,0.00,0.00,0.08,25.3,5.27,5.50,4.73,29.4,0.84,0.38,0.23,26.0,0.31,1.15,1.76,1.91,Spiele
421,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,25,1994,4.6,53.5,42.2,11.3,1.09,0.00,5.65,1.09,1.09,0.00,0.00,0.00,0.00,25.0,11.5,17.0,7.39,32.0,3.26,10.2,0.22,38.7,0.00,1.52,2.39,1.74,Spiele
422,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,26,1994,10.5,34.5,31.7,2.76,0.57,0.10,6.10,0.48,0.57,0.57,0.10,0.29,0.19,24.8,6.38,3.33,11.1,20.6,0.67,1.62,0.10,27.5,0.00,0.38,0.95,1.71,Spiele
423,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,27,1993,6.8,67.9,58.8,9.12,1.03,0.00,7.79,0.88,2.35,0.00,0.00,0.00,0.00,50.0,11.2,6.76,48.4,9.71,1.03,8.09,0.29,56.0,0.15,0.88,2.50,2.79,Spiele
424,Alexander Schwolow\Alexander-Schwolow,de GER,TW,Hertha BSC,28,1992,26.0,35.3,24.8,10.5,2.04,0.00,2.08,0.77,0.00,0.00,0.00,0.00,0.00,20.9,1.42,13.0,5.27,24.4,0.00,0.04,4.73,27.9,0.27,0.62,0.19,0.04,Spiele
425,Christopher Scott\Christopher-Scott,de GER,FW,Bayern Munich,18,2002,0.4,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,2.50,2.50,7.50,12.5,0.00,0.00,0.00,15.0,0.00,0.00,0.00,2.50,Spiele
426,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,25,1995,9.0,24.8,23.1,1.67,0.00,0.00,9.78,0.22,0.56,0.00,0.00,0.00,0.00,9.67,8.33,6.78,0.89,12.6,3.33,0.00,1.44,14.6,0.33,0.67,0.89,1.22,Spiele
427,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,23,1997,21.7,28.2,27.3,0.88,0.46,0.00,6.82,0.60,0.37,0.05,0.00,0.00,0.00,20.6,4.29,3.27,2.72,23.9,0.83,0.09,0.18,21.6,0.18,0.55,1.52,1.11,Spiele
428,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20,2000,17.5,53.4,44.6,8.80,0.57,0.00,6.17,1.03,3.03,0.00,0.00,0.00,0.00,32.3,10.8,10.3,37.8,5.03,1.60,8.23,0.06,41.5,0.17,1.14,1.83,1.94,Spiele
429,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,23,1997,3.8,40.5,38.4,2.11,1.32,0.00,8.16,0.26,0.53,0.53,0.00,0.53,0.00,27.6,7.63,5.26,6.84,30.0,2.37,0.26,0.00,32.9,0.00,0.53,0.53,1.32,Spiele
430,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,20,2000,0.4,52.5,50.0,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,45.0,5.00,2.50,37.5,10.0,2.50,2.50,0.00,50.0,0.00,0.00,0.00,0.00,Spiele
431,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,24,1995,30.7,25.7,23.3,2.35,0.10,0.03,8.79,0.26,0.59,0.00,0.00,0.00,0.00,16.9,5.18,3.55,2.90,18.2,1.66,0.33,0.78,19.0,0.13,0.23,0.91,1.04,Spiele
432,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29,1991,0.6,25.0,23.3,1.67,0.00,0.00,10.0,1.67,0.00,1.67,0.00,0.00,0.00,16.7,3.33,5.00,21.7,3.33,0.00,0.00,0.00,18.3,0.00,3.33,1.67,1.67,Spiele
433,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25,1995,17.4,74.2,63.9,10.3,0.52,0.23,9.02,0.98,1.09,0.06,0.00,0.06,0.00,50.5,12.2,11.4,49.9,11.7,2.13,9.71,0.23,60.9,0.11,1.21,1.55,2.24,Spiele
434,Tobias Sippel\Tobias-Sippel,de GER,TW,M'Gladbach,32,1988,3.8,38.7,23.2,15.5,3.42,0.00,3.68,1.32,0.00,0.00,0.00,0.00,0.00,15.8,1.05,21.8,2.37,30.3,0.00,0.00,3.16,25.3,0.79,1.05,0.26,0.00,Spiele
435,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25,1995,30.9,49.0,46.3,2.65,2.43,0.13,7.77,1.23,0.13,0.00,0.00,0.00,0.00,35.0,6.12,7.86,5.44,39.9,2.23,0.19,0.23,42.7,0.10,0.55,0.84,0.52,Spiele
436,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,24,1996,12.9,40.2,34.8,5.35,1.01,0.08,6.74,2.64,3.02,2.33,1.24,0.54,0.00,23.3,6.59,10.2,31.1,3.80,1.86,2.02,0.62,27.9,0.16,1.71,0.78,2.17,Spiele
437,Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,27,1992,4.7,27.0,24.7,2.34,0.00,0.00,4.04,0.64,1.70,0.00,0.00,0.00,0.00,14.0,5.53,7.45,2.55,20.2,1.06,2.34,0.43,16.2,0.21,0.85,0.85,2.55,Spiele
438,Yann Sommer\Yann-Sommer,ch SUI,TW,M'Gladbach,31,1988,30.1,41.2,32.2,9.00,1.99,0.00,3.75,1.06,0.00,0.00,0.00,0.00,0.00,26.6,1.96,12.6,9.40,26.5,0.00,0.00,4.15,33.6,0.17,0.37,0.20,0.07,Spiele
439,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,22,1998,22.7,56.8,45.7,11.1,1.19,0.00,6.30,2.38,6.43,1.89,0.53,0.75,0.26,31.5,9.82,15.4,43.9,3.26,1.23,7.97,0.09,40.0,0.18,1.50,2.33,1.89,Spiele
440,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,27,1992,5.1,22.5,21.8,0.78,0.00,0.00,5.10,0.59,0.39,0.00,0.00,0.00,0.00,16.7,3.53,2.35,2.16,18.2,0.59,0.59,0.20,19.8,0.20,0.98,0.20,0.39,Spiele
441,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,23,1997,24.2,50.2,49.5,0.74,0.50,0.08,8.26,0.70,0.17,0.00,0.00,0.00,0.00,41.0,3.97,5.25,9.05,38.1,1.69,0.21,0.29,44.4,0.12,0.58,1.49,0.37,Spiele
442,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,23,1996,32.0,41.9,38.3,3.59,1.97,0.00,4.97,1.47,0.34,0.03,0.03,0.00,0.00,29.2,4.72,8.03,2.94,34.2,2.25,1.59,0.06,34.2,0.13,0.28,0.78,0.78,Spiele
443,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,29,1990,21.7,47.7,44.5,3.23,1.61,0.05,6.77,1.57,0.32,0.00,0.00,0.00,0.00,28.4,5.30,14.0,11.6,30.9,2.53,1.61,0.00,35.7,0.46,1.11,1.71,1.01,Spiele
444,Josip Staniši?\Josip-Stanisic,de GER,DF,Bayern Munich,20,2000,1.0,61.0,57.0,4.00,0.00,0.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,52.0,2.00,7.00,13.0,41.0,1.00,4.00,0.00,55.0,0.00,0.00,2.00,1.00,Spiele
445,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,25,1995,31.0,49.0,47.5,1.58,1.29,0.00,5.58,1.39,0.16,0.00,0.00,0.00,0.00,37.1,4.03,7.90,2.68,42.3,2.52,0.26,0.13,41.6,0.06,0.81,0.61,0.52,Spiele
446,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,28,1991,17.4,38.0,36.1,1.90,0.34,0.06,6.90,0.98,2.07,0.11,0.00,0.11,0.00,23.6,7.59,6.84,28.7,4.94,1.78,1.15,0.34,27.6,0.29,0.69,0.98,1.78,Spiele
447,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24,1996,14.2,78.5,66.9,11.6,2.32,0.00,4.30,3.24,0.56,0.00,0.00,0.00,0.00,53.0,11.7,13.9,6.48,58.6,3.45,9.30,0.21,67.5,0.14,1.13,0.85,1.34,Spiele
448,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,31,1988,21.8,48.1,45.6,2.48,0.60,0.32,8.76,1.06,0.37,1.10,0.09,0.64,0.14,35.6,6.88,5.69,9.50,36.1,1.28,0.09,0.09,39.4,0.28,0.46,1.65,0.87,Spiele
449,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,26,1993,6.0,65.5,55.2,10.3,5.00,0.00,8.00,2.33,2.67,3.17,1.67,0.67,0.50,38.0,10.0,17.5,51.7,8.83,2.17,2.17,0.17,45.5,0.50,1.00,2.17,1.00,Spiele
450,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30,1990,20.5,40.7,39.8,0.93,0.73,0.15,9.12,1.46,0.34,0.00,0.00,0.00,0.00,24.7,7.27,8.68,3.85,32.9,2.63,0.00,0.10,33.0,0.15,0.54,1.07,1.07,Spiele
451,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32,1988,3.4,40.6,38.2,2.35,2.06,0.00,7.65,0.88,0.29,0.00,0.00,0.00,0.00,31.8,2.06,6.76,13.2,24.7,1.18,0.29,0.00,35.3,0.00,0.29,0.29,0.29,Spiele
452,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,24,1995,16.7,78.6,73.5,5.03,1.08,0.00,6.35,2.22,0.48,0.06,0.00,0.00,0.00,61.4,8.08,9.10,15.3,55.4,2.93,3.89,0.00,71.5,0.06,0.78,0.78,0.66,Spiele
453,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,32,1987,8.1,25.9,25.3,0.62,0.00,0.12,8.89,0.49,0.86,0.00,0.00,0.00,0.00,10.6,9.88,5.43,3.83,14.1,3.09,0.12,0.49,14.0,0.00,0.62,0.99,2.10,Spiele
454,Frederik Sørensen\Frederik-Sorensen,dk DEN,DFMF,Köln,28,1992,1.1,45.5,42.7,2.73,0.91,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,23.6,7.27,14.5,3.64,33.6,2.73,1.82,0.00,34.5,0.00,3.64,0.00,1.82,Spiele
455,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,24,1995,16.0,30.0,28.8,1.25,0.06,0.06,11.1,0.31,1.44,0.00,0.00,0.00,0.00,19.4,6.44,4.19,15.3,7.88,2.06,0.13,0.50,22.6,0.06,0.69,0.63,1.44,Spiele
